area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,1979,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Other,0.0238348117,0.15526530413191972
"Gulf of Alaska",lme,1979,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,10.8168505161,143648.20752752453
"Gulf of Alaska",lme,1979,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1.9347287533,33.15146419900283
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,70.7042781377
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,289.3495734145
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,54.0368973333
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,4184.7060743828,13286927.212070081
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,2.0944474847,13.64370022431122
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,2.0944474847,13.64370022431122
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,17125.4547754160,54375305.46469975
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8.5712986864,55.83536023978362
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,8.5712986864,55.83536023978362
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,3198.2298444747,10154750.750868972
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,1.6007156379,10.42742034227418
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,1.6007156379,10.42742034227418
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,149.5398328067,474806.3157817479
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3586.0045432913,11385980.40147677
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,1521.2213219893,4771911.558841531
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.7613720330,4.791820941852
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,0.7613720330,4.791820941852
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Direct human consumption,10865.6234587373,34084319.899595745
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Fishmeal and fish oil,5.4382499793,34.2265265962551
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Other,5.4382499793,34.2265265962551
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,31.4853140527,98766.12422537699
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Direct human consumption,12620.3795298146,39588805.44517777
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Fishmeal and fish oil,6.3165062712,39.75397797212345
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Other,6.3165062712,39.75397797212345
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,12.7985746722,40147.78489629373
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0064056930,0.04031528959889905
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0064056930,0.04031528959889905
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,308.1726730069,966705.3170920517
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.1542405771,0.970738607772092
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.1542405771,0.970738607772092
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,21.3682496712,67029.95555237845
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0106948197,0.06730961812403619
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0106948197,0.06730961812403619
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,3.7813970622,11861.845537541323
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0018925911,0.01191133556331111
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0018925911,0.01191133556331111
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,308.2845486597,967056.259267719
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.1542965709,0.971091014149707
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.1542965709,0.971091014149707
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,1.4767586160,4632.436718803132
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0007391184,0.004651764184488356
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0007391184,0.004651764184488356
"Gulf of Alaska",lme,1979,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,84.8815808413,266264.6065331939
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,0.9920685037
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,23.0476937847
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,56.0109585554
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,58.4130781649,298499.94186273764
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0292357749,0.19044838836821879
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,0.0292357749,0.19044838836821879
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,1357.0501776842,6934738.107793879
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.6792042931,4.424488956826418
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,0.6792042931,4.424488956826418
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,3297.9300210295,16852936.88454418
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,1.6506156261,10.752480047077084
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,1.6506156261,10.752480047077084
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,196.6756676422,1005043.3430556256
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,664.7637566305,3397046.499528017
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,12.1292228222,61236.10376756187
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0060706821,0.0382068428095957
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,0.0060706821,0.0382068428095957
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Direct human consumption,2462.5834704253,12432702.337295128
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Fishmeal and fish oil,1.2325242595,7.757095482471787
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Other,1.2325242595,7.757095482471787
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,381.0850161044,1923961.8178753299
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Direct human consumption,2971.2207823682,15000630.033136955
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Fishmeal and fish oil,1.4870974887,9.359294247335205
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Other,1.4870974887,9.359294247335205
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.2294873966,1158.5997090555584
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0001148586,0.0007228813435151648
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0001148586,0.0007228813435151648
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,143.3786256894,723867.3515577131
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.0717610739,0.4516401993984184
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.0717610739,0.4516401993984184
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,1.0199439850,5149.332040246932
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0005104825,0.0032128059711785013
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0005104825,0.0032128059711785013
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,0.6629635902,3347.065826160503
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0003318136,0.002088323881266027
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0003318136,0.002088323881266027
"Gulf of Alaska",lme,1979,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,8.3811305613,42313.32775904238
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,7.4113564121
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,122.2132666082
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,113.4678663095
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,439.5088830270,3886495.303955403
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.2199744159,1.432962635691562
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,0.2199744159,1.432962635691562
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,7247.5014452766,64088307.245312504
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3.6273781007,23.629553745707405
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,3.6273781007,23.629553745707405
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,6728.8809763140,59502242.901683375
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,3.3678082965,21.938657878006314
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,3.3678082965,21.938657878006314
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1381.1614095008,12213353.448192967
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,2023.5391875663,17893780.657359727
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,2294.6043477560,20046507.99639648
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.1484506245,7.227964141643488
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,1.1484506245,7.227964141643488
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Direct human consumption,9771.5372193666,85367745.07408343
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Fishmeal and fish oil,4.8906592690,30.780173801808957
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,mixed gear,Other,4.8906592690,30.780173801808957
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,236.6161756334,2067165.9850856834
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Direct human consumption,11934.9119420895,104267782.77368857
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Fishmeal and fish oil,5.9734294004,37.59476688669997
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,mixed gear,Other,5.9734294004,37.59476688669997
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1718.1548668157,15010433.197493292
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.8599373708,5.412158213366602
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.8599373708,5.412158213366602
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,114.1060352095,996872.3146111317
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0571101277,0.35943204398000894
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0571101277,0.35943204398000894
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,0.2431236546,2124.017715790757
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0001216835,0.0007658353209801306
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0001216835,0.0007658353209801306
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,4.4572670004,38940.32478949728
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0022308644,0.014040314217969134
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0022308644,0.014040314217969134
"Gulf of Alaska",lme,1979,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,7.3682446839,64371.697072282026
"Gulf of Alaska",lme,1979,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,7.8492566779
